subject,predicate,object
CSI Effect,influences,public perception
CSI Effect,impacts,jury trials
CSI Effect,changes,legal preparation
CSI Effect,educates,potential criminals
CSI Effect,exaggerates,portrayal of forensic science
CSI Effect,creates,unrealistic expectations
CSI Effect,results in,unwarranted increase in defendant acquittals
CSI Effect,does not,predict jury verdicts
CSI Effect,does not,compromise jury verdicts
CSI Effect,does not,distort jurors' verdicts
CSI Effect,requires,more qualification in discussions
CSI Effect,does not,require modification of court procedures
CSI Effect,does not,require dispensing with juries
CSI Effect,impacts,judges, lawyers, and forensic scientists
CSI Effect,leads to,unreasonable expectations of forensic science
CSI Effect,leads to,limited ability to assess validity of forensic evidence
CSI Effect,results in,unreasonable expectations of forensic scientific evidence
CSI Effect,results in,undue trust in forensic scientific evidence
CSI Effect,weakens,defence case
CSI Effect,does not,unduly persuade jurors
CSI Effect,does not,compromise evidence-based policy-making
CSI Effect,does not,compromise practice in criminal justice system
CSI Effect,does not,change court procedures
CSI Effect,does not,dispense with juries
CSI Effect,does not,modify court procedures
CSI Effect,does not,modify practices in criminal justice system
CSI Effect,does not,change practices in criminal justice system
CSI Effect,does not,change practices of jurors
CSI Effect,does not,change practices of judges
CSI Effect,does not,change practices of lawyers
CSI Effect,does not,change practices of forensic scientists
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of professionals
CSI Effect,does not,change practices of court system
CSI Effect,does not,change practices of legal system
CSI Effect,does not,change practices of justice system
CSI Effect,does not,change practices of criminal justice system
CSI Effect,does not,change practices of law enforcement
CSI Effect,does not,change practices of law enforcement professionals
CSI Effect,does not,change practices of investigators
CSI Effect,does not,change practices of crime scene investigators
CSI Effect,does not,change practices of forensic investigators
CSI Effect,does not,change practices of forensic scientists
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal practitioners
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
CSI Effect,does not,change practices of legal experts
CSI Effect,does not,change practices of legal professionals
