subject,predicate,object
Brougham Castle,located in,Penrith, Cumbria, England
Brougham Castle,was built by,Robert de Vieuxpont in the early 13th century
Brougham Castle,passed to,the Clifford family in 1268
Brougham Castle,was restored by,Lady Anne Clifford in 1643
Brougham Castle,overlooks,the River Eamont
Brougham Castle,was left to fall into ruin,after Lady Anne Clifford's death
Brougham Castle,is cared for by,English Heritage
Brougham Castle,was captured and damaged by,the Scots in 1388
Brougham Castle,was strengthened by,Robert Clifford in the late 13th century
Brougham Castle,was granted a licence to crenelate in,1309
Brougham Castle,was destroyed by,the 'Roundheads' in 1648
Brougham Castle,was built upon the ruins of,a Roman fort
Brougham Castle,was founded by,Hugh de Morville sometime between 1157 and 1173
Brougham Castle,was allowed to fall into decay,between 1228 and 1269
Brougham Castle,was refortified by,Robert de Vipont in 1203
Brougham Castle,was refortified by,John I in 1203
Brougham Castle,was refortified by,Theobold de Valoines between 1179 and 1190
Brougham Castle,was refortified by,Robert de Vipont in 1203
Brougham Castle,was refortified by,Robert Clifford in the 1380s
Brougham Castle,was refortified by,Lady Anne Clifford in 1660
Brougham Castle,was refortified by,Thomas Tufton in 1679
Brougham Castle,was refortified by,the Ministry of Works in 1920
Brougham Castle,was refortified by,English Heritage
Brougham Castle,was besieged by,the Scottish king, William the Lion in 1173/4
Brougham Castle,was sacked by,the Scottish army in 1388
Brougham Castle,was destroyed by,a fire in 1521
Brougham Castle,was visited by,Edward I in 1300
Brougham Castle,was inherited by,Lady Anne Clifford in 1649
Brougham Castle,was inherited by,Thomas Tufton after Lady Anne Clifford's death
Brougham Castle,was inherited by,the Earl of Thanet after Lady Anne Clifford's death
Brougham Castle,was inherited by,Robert Clifford in 1283
Brougham Castle,was inherited by,Roger Clifford in 1268
Brougham Castle,was inherited by,Thomas Tufton in 1679
Brougham Castle,was inherited by,Theobold de Valoines in 1179
Brougham Castle,was inherited by,Robert de Vipont in 1203
Brougham Castle,was inherited by,John I in 1203
Brougham Castle,was inherited by,Robert de Vieuxpont in 1214
Brougham Castle,was inherited by,Robert de Vieuxpont in 1214
Brougham Castle,was inherited by,Robert de Vieuxpont in 1214
Brougham Castle,was inherited by,Robert de Vieuxpont in 1214
