subject;predicate;object
castles;made of;wood
people;began constructing;castles
castles;constructed from;stone
walls;thick as;30 feet
castles;had;moats
castles;had;drawbridges
castles;had;baileys
castles;built on;mountains
castles;built near;water bodies
castles;built on;hilltops
castles;had;arrow slits
castles;had;iron doors
walls;round for;better defense
castles;provided protection from;enemies
castles;desirable residences for;kings
castles;desirable residences for;lords
castles;desirable residences for;noblemen
castles;played a crucial role in;defending lands
castles;played a crucial role in;hosting feasts
significance;declined by;around 1500 A.D.
