subject;predicate;object
castles;constructed during;Middle Ages
castles;serve as;fortified residences
castles;needed;protection
castles;made of;wood
castles;replaced with;stone
castles;built on;hills
castles;built near;natural features
castles;included;moats
castles;included;keeps
castles;included;curtain walls
castles;included;arrow slits
castles;included;gatehouses
castles;included;battlements
castles;have;rich histories
castles;evolution of;tower shapes
castles;use of;siege engines
castles;presence of;cats
castles;presence of;dogs
