subject;predicate;object
Upper Egypt;ruled by;separate kingdoms
Lower Egypt;ruled by;separate kingdoms
Upper Egypt;had;distinct symbols
Lower Egypt;had;distinct symbols
Upper Egypt;had;distinct crowns
Lower Egypt;had;distinct crowns
Upper Egypt;was unified with;Lower Egypt
unification;marked the beginning of;ancient Egyptian history
unification;believed to be around;2686 BCE
unification;led to;emergence of a single kingdom
single kingdom;had;a pharaoh
traditions and religious beliefs;merged from;both kingdoms
merged traditions and religious beliefs;resulted in;new culture
pharaoh;worshipped as;hawk-god Horus
