subject;predicate;object
Constantine the Great;divided;Roman Empire
Constantine the Great;made;Christianity the dominant religion
Visigoths;led by;Alaric
Alaric;sacked;Rome
Visigoths;weakened;Roman Empire
Constantine;split;empire
eastern half;thriving;western half
Economic issues;contributed to;fall of Roman Empire
trade deficits;contributed to;fall of Roman Empire
military problems;contributed to;fall of Roman Empire
Germanic tribes;weakened;Empire
Visigoths;weakened;Empire
Vandals;weakened;Empire
Franks;weakened;Empire
Empire;collapsed in;west
Empire;collapsed in;476 C.E.
