subject;predicate;object
Byzantine Empire;faced threats from;Bulgarian Empire
Byzantine Empire;faced threats from;Serbian Empires
Byzantine Empire;faced threats from;Turks
Byzantines;converted to;Catholicism
Byzantines;converted to;Catholicism
Byzantines;received aid against;Turks
Byzantines;received aid against;Turks
Byzantines;caused unrest among;Orthodox populace
Constantinople;fell to;Ottoman Turks
Constantinople;fell in;1453
Constantinople;fell to;Ottoman Turks
Byzantine Empire;marked the end of;Byzantine Empire
Byzantine Empire;marked the beginning of;Ottoman Empire
