subject;predicate;object
Byzantine Empire;originated in;330 A.D.
Constantine I;established;Constantinople
Byzantine Empire;survived for;1,000 years
Byzantine Empire;served as;military buffer
Byzantine Empire;thrived under;rulers like Justinian I
Byzantine Empire;fell in;1453
Constantinople;conquered by;Ottoman Empire
Byzantine Empire;left;a lasting cultural legacy
Byzantine Empire;influenced;Western intellectual tradition
Byzantine Empire;had;lasting impact on countries practicing Orthodox Christianity
Byzantine Empire;had;rich tradition of art, literature, and learning
Byzantine Empire;faced;various threats
Byzantine Empire;thrived under;rulers like the Macedonian dynasty
Byzantine Empire;influence seen during;Italian Renaissance
Byzantine Empire;fell in;1453
Constantinople;conquered by;Ottoman Empire
Constantinople;marked;end of an era
Constantinople;left;lasting cultural legacy
