subject;predicate;object
British Empire;was;largest empire in history
British Empire;covering;quarter of Earth's landmass
British Empire;governing;fifth of world's population
England;late entry into;trans-oceanic exploration
Queen Elizabeth I;marked;beginning of England's transition into empire
17th century; saw; colonization efforts in North America and the Caribbean
18th century; brought; naval supremacy and expansion in Africa and Asia
19th century; saw; Royal Navy's global dominance
19th century; led to; abolition of slavery
19th century; led to; increased focus on Asia and Africa
20th century; saw; empire's decline
20th century; saw; empire dismantled
British Empire; includes; spread of English language
British Empire; includes; spread of parliamentary system
British Empire; includes; spread of common law
British Empire; includes; significant demographic changes through migrations
