subject;predicate;object
British Empire;spanned over;14 million square miles
British Empire;spanned over;450 million people
British Empire;reached its peak during;Queen Victoria's reign
decline;began in;early 20th century
decline;due to;loss of military supremacy
decline;due to;financial strain after World War II
legacy;is debated with;contributions to democracy
legacy;is debated with;contributions to self-government
legacy;is debated with;accusations of exploitation
Empire;included numerous;countries
Empire;included numerous;countries
Empire;included numerous;countries
Union Flag;symbolized;British Empire
