subject;predicate;object
State of Coahuila y Tejas;influenced by;United States
State of Coahuila y Tejas;influenced by;Spanish legal systems
State of Coahuila y Tejas;combined with;Texas
Texas;combined with;Coahuila
state constitution;reflected elements of;Spanish tradition
state constitution;reflected elements of;Catholicism
state constitution;reflected elements of;community property system
state constitution;introduced;homestead exemption
homestead exemption;providing;stability
homestead exemption;providing;frontier families
discontent;led to;new constitution
new constitution;marked;turning point
tensions;between;Texas
tensions;between;Mexican government
