subject;predicate;object
President Andrew Jackson;opposing;South Carolina
Juan Ramón Balcarce;ousted;Buenos Aires
Kirtland Temple;laying of cornerstones;Kirtland Temple
Otto;becoming;modern King of Greece
Vietnam;desecration leading to;revolt
Falkland Islands;British reassertion of sovereignty;Falkland Islands
Sumatra;massive earthquake in;Sumatra
Andrew Jackson;riding;train
Australian aboriginal warrior Yagan;death of;Australian aboriginal warrior Yagan
Admiral Charles Napier;victory at;Battle of Cape St. Vincent
Convention of 1833;took place in;Mexican Texas
Chilean Constitution;promulgation of;Chilean Constitution
Slavery Abolition Act;took place in;British Empire
UK;claiming sovereignty over;Falkland Islands
Oberlin College;founding of;Ohio
