subject;predicate;object
Jacobean architecture;was blend of;Flemish, French, and Italian Renaissance influences
Jacobean architecture;had focus on;Flemish Mannerism elements
Jacobean architecture;featured;mix of Orders, emblems, heraldic devices, and Dutch gables
Jacobean architecture;incorporating;Gothic elements such as mullioned windows
Jacobean architecture;included;Hatfield House
Jacobean architecture;included;Bramshill House
Jacobean architecture;included;Audley End
Inigo Jones;made;significant contributions
Inigo Jones;contributed;distinguished Italian style
Jacobean Revival;blended with;Queen Anne style
Jacobean Revival;created;unique hybrid architecture
