subject;predicate;object
Borobudur Temple Compounds;is located in;central Java, Indonesia
Borobudur Temple Compounds;was built in;8th and 9th centuries
temple's structure;symbolizes;Buddhist cosmology
three tiers;represent;different spheres of existence
site;includes;main Borobudur Temple and two smaller temples
smaller temples;represent;phases in attaining Nirvana
temple's authenticity;has been maintained through;restoration efforts
threats;require;ongoing protection and management
property;is managed under;Indonesian cultural heritage laws
efforts;ensure;conservation and sustainable tourism
