subject;predicate;object
Sir William Compton;was close friend of;King Henry VIII
Sir William Compton;held various important positions at;court
Sir William Compton;was involved in;scandal with Anne Stafford
Sir William Compton;was accused of;adultery
Compton's will;suggested;guilt
Compton;protested of;innocence
Sir William Compton;was known for involvement in;arranging marriages
Sir William Compton;was known for involvement in;conflicts at court
Sir William Compton;was involved in;arranging marriages with Cardinal Wolsey
Sir William Compton;was involved in;conflicts at court with Cardinal Wolsey
Sir William Compton;passed away in;1528
Sir William Compton;passed away due to;sweating sickness
Compton;left behind;legacy
legacy;included;properties and estates
properties and estates;were for;descendants
