subject;predicate;object
Bruce Castle;located_in;Northumberland
Bruce Castle;located_in;Staffordshire
Bruce Castle;has_architectural_feature;C16th circular red brick tower
Bruce Castle;has_architectural_feature;Grade I
Bruce Castle;has_architectural_feature;16th-century manor house
Bruce Castle;has_owner;Scottish royal family of de Brus
Bruce Castle;has_owner;Henry Hare
Bruce Castle;has_owner;James Townsend
Bruce Castle;has_owner;London Borough of Haringey's archive
Bruce Castle;has_owner;Borough of Haringey
Bruce Castle;has_owner;Harringey Council
Bruce Castle;has_owner;Royal Mail
Bruce Castle;has_owner;Harringey Council
Bruce Castle;has_notable_event;Tottenham's first public museum
Bruce Castle;has_notable_event;London's built and social evolution
Bruce Castle;has_notable_event;Norman Conquest
Bruce Castle;has_notable_event;World War II
Bruce Castle;has_notable_event;Charles Dickens visit
Bruce Castle;has_notable_event;Charles Babbage visit
Bruce Castle;has_notable_event;opening as a museum in 1906
Bruce Castle;has_notable_event;receiving the Green Flag Award
Bruce Castle;has_current_use;local history museum
Bruce Castle;has_current_use;archives
Bruce Castle;has_current_use;art exhibitions
Bruce Castle;has_current_use;arts events
Bruce Castle;has_current_use;educational programs
Bruce Castle;has_current_use;family activities
Bruce Castle;has_current_use;exhibitions
Bruce Castle;has_current_use;local history talks
Bruce Castle;has_current_use;social history exhibitions
Bruce Castle;has_current_use;local landscape exhibitions
Bruce Castle;has_current_use;local artists exhibitions
Bruce Castle;has_current_use;collections exhibitions
Bruce Castle;has_current_use;artworks exhibitions
Bruce Castle;has_current_use;historical photographs exhibitions
Bruce Castle;has_current_use;workshops
Bruce Castle;has_association_with;Charles Dickens
Bruce Castle;has_association_with;Charles Babbage
Bruce Castle;has_association_with;Rowland Hill
Bruce Castle;has_association_with;William Compton
Bruce Castle;has_association_with;Henry VIII
Bruce Castle;has_association_with;Coleraine family
Bruce Castle;has_association_with;British postal system
Bruce Castle;has_association_with;Anne Stafford
Bruce Castle;has_association_with;Cardinal Wolsey
Bruce Castle;has_association_with;King Henry VIII
Tamworth Castle;located_in;Staffordshire
Tamworth Castle;has_architectural_feature;Tudor Tower
Tamworth Castle;has_owner;Lord Coleraine
Tamworth Castle;has_owner;Rowland Hill
Tamworth Castle;has_owner;Skiddle
Tamworth Castle;has_owner;Tottenham Civic Society
Tamworth Castle;has_owner;Friends of Bruce Castle
Tamworth Castle;has_notable_event;accusations of adultery against Anne Stafford
Tamworth Castle;has_notable_event;1528 sweating sickness outbreak
Tamworth Castle;has_current_use;serviced apartments
Tamworth Castle;has_current_use;guests accommodations
Tamworth Castle;has_current_use;online booking services
Tamworth Castle;has_current_use;budget hotels
Tamworth Castle;has_current_use;luxury options
Tamworth Castle;has_current_use;walk-in rates
Tamworth Castle;has_current_use;booking fees
Tamworth Castle;has_current_use;Great Oak tree exhibitions
Tamworth Castle;has_current_use;geography exhibitions
Tamworth Castle;has_current_use;history exhibitions
Tamworth Castle;has_current_use;architecture exhibitions
Tamworth Castle;has_current_use;Summerhill Road website
Tamworth Castle;has_current_use;contact information
Tamworth Castle;has_current_use;groups accommodations
Tamworth Castle;has_current_use;mailing list services
Alnwick Castle;located_in;Northumberland
Alnwick Castle;has_owner;English monarchy
Alnwick Castle;has_owner;Scotland's Robert the Bruce
Alnwick Castle;has_owner;Hugh Hare
Alnwick Castle;has_owner;Sir Rowland Hill
Alnwick Castle;has_notable_event;world's first postage stamp introduction
Alnwick Castle;has_notable_event;progressive school establishment
Alnwick Castle;has_current_use;museum
Alnwick Castle;has_current_use;Wood Green Library
Alnwick Castle;has_current_use;Sunday 17 April events
Alnwick Castle;has_current_use;Monday 18 April events
Alnwick Castle;has_current_use;18th-century exhibitions
Alnwick Castle;has_current_use;1pm to 5pm exhibitions
Alnwick Castle;has_current_use;Family History services
Alnwick Castle;has_current_use;Local History services
Alnwick Castle;has_current_use;archives services
Alnwick Castle;has_current_use;maps services
Alnwick Castle;has_current_use;census returns services
Alnwick Castle;has_current_use;newspapers services
Alnwick Castle;has_current_use;Friends of Bruce Castle events
Alnwick Castle;has_current_use;Haringey Local History Forum events
Alnwick Castle;has_current_use;Tottenham Civic Society events
