subject;predicate;object
Sir William Compton;was close friend of;King Henry VIII
Sir William Compton;held;various important positions in the royal court
Sir William Compton;was involved in;scandal with Anne Stafford
scandal;led to;accusations of adultery
Compton's will;suggested;his guilt
Compton's protests;of;innocence
Sir William Compton;was known for;involvement in arranging marriages
Sir William Compton;was known for;conflicts with Cardinal Wolsey
Sir William Compton;passed away in;1528
Sir William Compton;left behind;legacy that included properties and estates for his descendants
