subject;predicate;object
Bruce Castle Museum;offers;valuable resources
Bruce Castle Museum;houses;archives
archives;include;maps
archives;include;census returns
archives;include;newspapers
archives;include;historical photographs
Bruce Castle Museum;located in;16th Century manor house
museum;organizes;exhibitions
museum;organizes;workshops
museum;collaborates with;Friends of Bruce Castle
museum;collaborates with;Haringey Local History Forum
museum's support;instrumental in;development of projects
museum's support;instrumental in;'Summerhill Road' website
museum;can be contacted for;further information
museum;can be contacted for;joining mailing list
