subject;predicate;object
James Madison;born in;1751
James Madison;involved in;Constitutional Convention
James Madison;drafted;Constitution
James Madison;served in;Congress
James Madison;served as;Secretary of State
James Madison;became;President of the United States
Madison;left office with;a renewed sense of nationalism
Madison;continued to be;a respected figure
Madison;dedicating his time to;organizing his papers
Madison;dedicating his time to;receiving visitors at Montpelier
Madison;inspiring;future generations of patriots
Madison;legacy as;Father of the Constitution
Father of the Constitution;lives on;inspiring future generations of patriots
