subject;predicate;object
Byzantine Empire;covered;Late Antiquity
Byzantine Empire;focused on;350 to 600
Byzantine Empire;originated in;Late Antiquity
Byzantine Empire;had sources of;Byzantine strength
Byzantine Empire;contributed to;law
Byzantine Empire;contributed to;intellectual life
Byzantine Empire;contributed to;development of Christian beliefs and practices
Byzantine Empire;contributed to;science and medicine
Byzantine Empire;contributed to;growth of the Christian church
Byzantine Empire;contributed to;leadership within the church
Byzantine Empire;contributed to;Christian monasticism
Byzantine Empire;contributed to;Christian ideas and practices
Byzantine Empire;contributed to;missionaries and conversion
Byzantine Empire;contributed to;migrating peoples
Byzantine Empire;contributed to;Germanic kingdoms
Byzantine Empire;contributed to;Anglo-Saxon England
Byzantine Empire;contributed to;barbarian society
Byzantine Empire;highlighted;significant contributions
Byzantine Empire;made contributions in;various aspects
Byzantine Empire;made contributions in;law
Byzantine Empire;made contributions in;intellectual life
Byzantine Empire;made contributions in;development of Christian beliefs and practices
Byzantine Empire;made contributions in;science and medicine
Byzantine Empire;made contributions in;growth of the Christian church
Byzantine Empire;made contributions in;leadership within the church
Byzantine Empire;made contributions in;Christian monasticism
Byzantine Empire;made contributions in;Christian ideas and practices
Byzantine Empire;made contributions in;missionaries and conversion
Byzantine Empire;made contributions in;migrating peoples
Byzantine Empire;made contributions in;Germanic kingdoms
Byzantine Empire;made contributions in;Anglo-Saxon England
Byzantine Empire;made contributions in;barbarian society
