subject;predicate;object
Constantinople;was capital city;Eastern Roman Empire
Constantinople;was established by;Constantine
Constantinople;was located on;promontory
Constantinople;had;defensive walls
Constantinople;had;harbor
Constantinople;was hub for;sea trade
Constantinople;had;7 hills
Constantinople;was important in;forums
Constantinople;was built by;emperors
Constantinople;was known as;Byzantium
Constantinople;was known as;New Rome
Constantinople;was known as;Istanbul
Constantinople;was strategically located on;promontory
Constantinople;was strategically located with;natural fortifications
Constantinople;was strategically located with;man-made fortifications
Constantinople;was strategically located with;defensive walls
Constantinople;was strategically located with;a harbor
Constantinople;was strategically located with;7 hills
Constantinople;was strategically located with;forums
Constantinople;was strategically located with;sea trade
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Byzantium
Constantinople;was strategically located with;New Rome
Constantinople;was strategically located with;Istanbul
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;Constantinople
Constantinople;was strategically located with;Rome
Constantinople;was strategically located with;Eastern Roman Empire
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;4th century
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
Constantinople;was strategically located with;city
Constantinople;was strategically located with;hub
Constantinople;was strategically located with;trade
Constantinople;was strategically located with;importance
Constantinople;was strategically located with;various forums
Constantinople;was strategically located with;emperors
Constantinople;was strategically located with;Constantine
Constantinople;was strategically located with;fall of Rome
