subject;predicate;object
Byzantines;thrived from;330 C.E.
Constantine;moved his capital to;Byzantium
Constantine;moved his capital to;Constantinople
Byzantines;known for;religious buildings
Byzantines;known for;art
Hagia Sophia;is;iconic
Turks;settled in;Anatolia
Turks;conquered;Istanbul
Turks;settled in;Anatolia
Malazgirt;victory in;1071
Anatolian Seljuk State;part of;Great Seljuk Empire
Anatolian Seljuk State;flourished with;mosques
Anatolian Seljuk State;flourished with;universities
Anatolian Seljuk State;flourished with;legacy of Mevlana Celaleddin Rumi
Ottoman Beylik;emerged after;collapse of Seljuk Empire
Ottoman Beylik;uniting;Turkish beyliks in Anatolia
Ottoman Beylik;leading to;rise of Ottoman Empire
Ottoman Empire;ended;Byzantine rule in 1453
