subject;predicate;object
Built in Virginia in 1852;includes;Chain Bridge
Built in Virginia in 1852;includes;houses built in Virginia in 1852
Built in Virginia in 1852;includes;Capon Chapel
Capon Chapel;located in;Virginia
Capon Chapel;category;place of worship
Capon Chapel;category;church
Capon Chapel;category;Capone Chapel Cemetery
Capon Chapel;category;Capon Bridge United Methodist Charge
Capon Chapel;category;Amazing Grace Baptist church
Capon Chapel;category;Heather Rogers
Capon Chapel;category;Certified Lay Minister
Capon Chapel;category;Louise Link
Capon Chapel;category;Jane Arnold
Capon Chapel;category;Pastor Alannah Mc Guinn
Capon Chapel;category;John Wesley
Capon Chapel;category;Levels, WV
Capon Chapel;category;Pastor Chris Leatherman
Capon Chapel;category;Sunday School
Capon Chapel;category;Worship Service
Capon Chapel;category;West Virginia Archives and History Commission
Capon Chapel;category;Archives and History
Capon Chapel;category;Historic Preservation
Capon Chapel;category;National Register
Capon Chapel;category;grants
Capon Chapel;category;markers
Capon Chapel;category;by-laws
Capon Chapel;category;Baptists
Capon Chapel;category;Methodist church
Capon Chapel;category;United Methodist Church
Capon Chapel;category;Civil War veterans
Capon Chapel;category;African Americans
Capon Chapel;category;National Register of Historic Places
Capon Chapel;category;Hampshire County
Capon Chapel;category;denomination
Capon Chapel;category;rural religious architecture
Capon Chapel;category;pews
Capon Chapel;category;cemetery
Capon Chapel;category;gravestones
Capon Chapel;category;community events
Capon Chapel;category;burials
Capon Chapel;category;historical significance
Capon Chapel;category;ZIP Code
Capon Chapel;category;business name
