subject;predicate;object
Brazilian Empire;ruled by;Dom Pedro I
Brazilian Empire;ruled by;Dom Pedro II
Brazilian Empire;characterized by;political stability
Brazilian Empire;characterized by;economic growth
Brazilian Empire;characterized by;democratic institutions
Brazilian Empire;limited rights for;women
Brazilian Empire;limited rights for;slaves
Brazilian Empire;transitioned into;republic
Brazilian Empire;transitioned in;1889
Brazilian Empire;transitioned after;bloodless coup
Brazilian Empire;engaged in;various wars
Brazilian Empire;expanded borders by;engaging in wars
Brazilian Empire;supported allies in;conflicts
Brazilian Empire;abolished slavery in;1888
Brazilian Empire;transitioned after;abolition of slavery
