subject;predicate;object
protectorate;granted local autonomy;dependent territory
protectorate;retaining suzerainty;greater sovereign state
protectorate;have local rulers;colonies
protectorate;limited immigration;colonies
protectorate;may have favorable terms;modern times
protectorate;seen in microstates;modern times
protectorate;limited foreign relations;protectorates
protectorate;rely on protecting power;defense
British protectorates;include;Zanzibar
British protectorates;include;Solomon Islands
British protectorates;gained independence;20th century
United States;had protectorates;Liberia
United States;had protectorates;Panama Canal Zone
