subject;predicate;object
British Empire;was known as;"the empire on which the sun never sets"
British Empire;had;vast reach across the globe
British Empire;had;motivations for British imperialism in India
British Empire;acquired;products for factories
British Empire;expanded;consumer markets
British Empire;spread;Christianity
British Empire;asserted;global power
British Empire;believed in;racial and governmental superiority
British Empire;gained;territory through a powerful navy
British Empire;gained;territory through advanced weaponry like muskets and machine guns
British Empire;gained;territory through efficient transportation systems like trains
British Empire;gained;territory through strong organizational and communication structures
India;was;not a unified political entity
India;was;a collection of kingdoms
