subject;predicate;object
British Empire;covered;Earth's land area
Order of the British Empire;honors;individuals
Basic Range of British Empire tea;offers;blend of Ceylon and Indian teas
Basic Range of British Empire tea;promises;consistent and astringent taste
Basic Range of British Empire tea;promises;rich aroma
Basic Range of British Empire tea;promises;sweet, malty aftertaste
Basic Range of British Empire tea;includes;British Empire breakfast tea
Basic Range of British Empire tea;includes;Captain Woodget Ceylon tea
Basic Range of British Empire tea;includes;Lord Grey black tea
Lord Grey black tea;contains;bergamot
