subject;predicate;object
castles;were built in;Europe
castles;were built during;Medieval times
castles;served as;fortified structures
castles;served as;symbols of power
castles;served as;residences
castles;served as;defenses against foreign invaders
castles;were constructed in;Europe
castles;were constructed during;Medieval times
castles;were constructed for;lords and nobles
castles;were constructed as;fortified structures
castles;were constructed as;symbols of power
castles;were constructed as;residences
castles;were constructed as;defenses against foreign invaders
castles;emerged in;the Carolingian Empire
castles;led to;the construction of castles
castles;were made of;wood
castles;evolved to be constructed of;stone
castles;evolved for;greater fortification
keep;served as;a last refuge
keep;served within;the castle
castles;were ruled by;lords or nobles
castles;were guarded by;fortresses
castles;differed from;palaces
palaces;were built for;luxury
moats;were used to;hinder enemy access
castles;provided;an advantage in warfare
castles;allowed;defenders to stay protected within the walls
