subject;predicate;object
Pendle witches;were at the center of;witch trial
twelve people;were accused of;witchcraft
trial;led to the execution of;ten individuals
background;involved;rival families
background;involved;poverty-stricken widows
background;involved;society fascinated by witchcraft
King James I's interest in witchcraft;influenced;unrest and fear surrounding the trials
accusations;stemmed from;feud between families
accusations;escalated with;wild claims of witchcraft
trials;were held in;1612
trials;were marked by;unusual circumstances
trials;were marked by;extreme accusations
trials;were;a significant event in the history of witch trials in England
