subject;predicate;object
Brougham Castle;located near;Penrith
Brougham Castle;built by;Norman family of Vieuxpont
castle;later came under ownership of;Robert Clifford
Lady Anne Clifford;inherited;castle
Lady Anne Clifford;spent years restoring;castle
Visitors;can explore;ruins
keep;is oldest standing part of;castle
keep;has views of;surrounding area
castle;is now under care of;English Heritage
castle;offers;shop
castle;offers;exhibitions
castle;offers;guidebook
guidebook;details;history and significance
