subject;predicate;object
Uruguay;gain independence;1828
Brazil;declare independence;1822
Uruguay;experience;significant changes
Uruguay;have;political landscape
Uruguay;undergo;period of military rule
Brazil;transition;from a monarchy to a republic
Uruguay;be;small country in South America
Brazil;be;largest country in the region
Brazil;be;most populous country in the region
Uruguay;have;free market economy
Uruguay;focus on;agriculture
Uruguay;focus on;social spending
Brazil;have;diverse economy
Brazil;have;strong industrial sector
Brazil;have;strong agricultural sector
Uruguay;face;challenges
Brazil;face;challenges
Uruguay;have;high literacy rate
Uruguay;have;access to clean water
Brazil;make;progress in poverty reduction
Brazil;make;progress in social programs
Uruguay;differ in;military structures
Uruguay;differ in;international relations
Brazil;differ in;military structures
Brazil;differ in;international relations
