subject;predicate;object
Pedro I;established;1824 Constitution
1824 Constitution;marked transition to;republic
U.S. model;influenced;1891 Constitution
1891 Constitution;marked transition to;republic
1934 Constitution;emphasized;social law elements
1937 Constitution;was under;Vargas
1946 Constitution;was;democratic
1967 Constitution;was under;military regime
1969 Constitution;was under;military regime
1988 Constitution;known for;democratic principles and stability
Brazilian law;reflects shifts in;power dynamics
monarchy;transition to;republic
authoritarianism;transition to;democracy
centralized governance;transition to;decentralized governance
