subject;predicate;object
Brazilian Independence;took place in;1822
Dom Pedro I;ruled;Empire of Brazil
Empire of Brazil;had;First Reign
Empire of Brazil;had;Regency Period
Empire of Brazil;had;Second Reign
Dom Pedro II;ruled;Empire of Brazil
Paraguayan War;had impact on;Empire of Brazil
coffee and rubber cycles;affected;Empire of Brazil
immigration;contributed to;Empire of Brazil
slavery laws;led to;dissatisfaction
economic crises;contributed to;end of the monarchy
military strengthening;contributed to;end of the monarchy
political centralization;contributed to;end of the monarchy
international influences;contributed to;end of the monarchy
