subject;predicate;object
Byzantines;thrived from;330 C.E.
Constantine;moved capital to;Byzantium
Constantine;moved capital to;Constantinople
Byzantines;known for;religious buildings and art
Byzantines;masterpiece was;Justinian's Hagia Sophia
Turks;conquered;Istanbul in 1453
Turks;settled in;Anatolia
Turks;date back to;2,000 B.C.E.
Turks;flourished with;monumental structures and cultural figures like Rumi
Seljuk State;part of;Great Seljuk Empire
Seljuk State;flourished with;monumental structures and cultural figures like Rumi
Seljuk Empire;collapsed leading to rise of;Ottoman Empire
Ottoman Empire;captured;Constantinople in 1453
Ottoman Empire;ended;Byzantine reign
