subject;predicate;object
Skiddle;found;9 hotels
9 hotels;ranging from;budget hotels to luxury accommodations
each listing;includes;distance to the park
each listing;includes;prices
each listing;includes;a brief description
guests;can compare;options
options;based on;distance
options;based on;hotel name
options;based on;stars
options;based on;customer rating
options;based on;total price
accommodations;offer;various amenities
accommodations;are located near;public transportation
Booking online;ensures;best rates
Booking online;ensures;no additional fees
