subject;predicate;object
Bruce Castle Museum;offers;valuable resources
Bruce Castle Museum;houses;archives
Bruce Castle Museum;located in;16th Century manor house
Bruce Castle Museum;organizes;exhibitions
Bruce Castle Museum;organizes;workshops
Bruce Castle Museum;collaborates with;Friends of Bruce Castle
Bruce Castle Museum;collaborates with;Haringey Local History Forum
Tottenham Civic Society;aims to educate;public
Tottenham Civic Society;aims to educate;public about area's geography
Tottenham Civic Society;aims to educate;public about area's history
Tottenham Civic Society;aims to educate;public about area's architecture
museum's staff;supporting;projects like 'Summerhill Road' website
contact information;provided;for joining groups
contact information;provided;for getting on museum's mailing list
