subject;predicate;object
Book of Kells;housed at;Trinity College
Book of Kells;created by;Celtic monks
Book of Kells;contains;four Gospels of the New Testament
Book of Kells;features;illustrations of humans, animals, and mythical creatures
Book of Kells;written on;calf vellum
Book of Kells;written with;iron gall ink
Book of Kells;attracts;over 500,000 visitors annually
Trinity College;located in;Dublin
Book of Kells;created in;800 AD
Book of Kells;features;Christian symbolism
Trinity College;houses;Book of Kells
Trinity College;offers;self-guided tour
Trinity College;includes;Long Room
Long Room;contains;200,000 ancient books
Long Room;displays;exhibit on Bram Stoker's Dracula
