subject;predicate;object
Book of Kells;housed in;Manuscripts & Archives Research Library
Book of Kells;contains;four Gospels
Book of Kells;written on;vellum
Book of Kells;written in;insular majuscule
Book of Kells;decorated with;intricate Celtic designs
Book of Kells;scanned in;1990
Manuscripts & Archives Research Library;located at;Trinity College Dublin
Book of Kells;dimensions;33 x 25 cm
Book of Kells;contains;various prefaces
Book of Kells;contains;Gospel passages
Book of Kells;scanned from;transparencies
