subject;predicate;object
Pembroke Castle;has;humble beginnings
Pembroke Castle;has;rich history
Pembroke Castle;has;architectural marvels
Pembroke Castle;has;strategic defenses
Pembroke Castle;features;cylindrical tower
cylindrical tower;has;stone dome
Pembroke Castle;features;circular rooms
Pembroke Castle;features;gatehouse
gatehouse;has;multiple portcullises
Pembroke Castle;is;birthplace of Henry VII
Pembroke Castle;played role in;conflicts of King Charles I's reign
Pembroke Castle;owned by;Private Charitable Trust
Pembroke Castle;offers;visitors an immersive experience
Pembroke Castle;offers;exhibitions
Pembroke Castle;offers;tableaux
tableaux;depicting;historical moments
