subject;predicate;object
City & Country;acquired;Bramshill House
Bramshill House;is located in;Britain
Bramshill House;was built in;17th Century
Bramshill House;boasts;state rooms
Bramshill House;boasts;banquet halls
Bramshill House;boasts;chapels
Bramshill House;is set within;Grade II Listed park
Bramshill House;has;picturesque views
Bramshill House;has;rich history
Bramshill House;has hosted;royalty
City & Country;plans to restore;Bramshill House
City & Country;has expertise in;heritage restoration
experts;praised;acquisition
acquisition;is seen as;positive step
acquisition;is for;preserving historic asset
