subject;predicate;object
Bramshill House;located in;Hampshire, England
Bramshill House;originally built in;early 17th century
Bramshill House;showcases;Italian Renaissance influences
Bramshill House;was designated as;Grade I listed building in 1952
mansion;features;elaborate architecture
mansion;includes;formal gardens and woodland
mansion;has;decorative southern façade with a large oriel window
mansion;has;great hall with 92 coats of arms
mansion;has;grand drawing room
mansion;has;long gallery filled with portraits
interior;is adorned with;tapestries depicting historical scenes
Bramshill House;served various purposes;hosting cricket matches in the 19th century
Bramshill House;served various purposes;being a maternity home during World War II
Bramshill House;served various purposes;being a police training facility
property;was sold in;2014
property;is known for;ghostly legends
property;is known for;tale of a bride who was locked in a chest on her wedding night
