subject;predicate;object
Pendle Witch trials;began on;18th August 1612
Pendle Witch trials;involved;nine Lancashire women
Pendle Witch trials;involved;two men
Pendle Witch trials;accused of;murders
twelve charged;included;one acquitted
twelve charged;included;one who died in prison
twelve charged;included;ten found guilty and executed
defendants;identified as;witches or healers practicing 'magic' for payment
defendants;practiced;magic for payment
defendants;identified as;witches
Pendle witches;represented;2% of all British witches tried during the period of witch trials
Pendle witches;represented;2% of British witches tried
Thomas Potts;published;account
trials;are documented in;British history
