subject;predicate;object
Brougham Castle;located next to;River Eamont
Brougham Castle;has;rich history
Brougham Castle;dating back to;early 13th century
Robert de Vipont;built;Brougham Castle
Robert Clifford;added;new gatehouse complex
Robert Clifford;added;domestic buildings
Robert Clifford;added;stone curtain wall
Scots;captured and sacked;Brougham Castle
Lady Anne Clifford;restored;Brougham Castle
Brougham Castle;falling into;ruin
Brougham Castle;now open to;public
Brougham Castle;under the care of;English Heritage
