subject;predicate;object
James "Jim" Bowie;was a prominent figure in;Texas Revolution
James "Jim" Bowie;known for;his role in the Battle of the Alamo
James "Jim" Bowie;known for;the famous "Bowie knife"
James "Jim" Bowie;was born in;Kentucky
James "Jim" Bowie;gained fame for;his frontier spirit and fighting skills
James "Jim" Bowie;became;a colorful folk hero in Texas history
James "Jim" Bowie;died at;the Alamo
James "Jim" Bowie;reflects;the American dream
individuals;like him;sought to improve their lives at any cost
individuals;like him;pushed westward
