subject;predicate;object
Manhattan Project;produced;first atomic bombs
Manhattan Project;led by;United States
Manhattan Project;supported by;United Kingdom
Manhattan Project;supported by;Canada
Manhattan Project;began in;1942
Manhattan Project;led by;Major General Leslie Groves
Manhattan Project;employed;over 130,000 people
Manhattan Project;cost;nearly $2 billion
Manhattan Project;developed;two types of atomic bombs
Manhattan Project;used;uranium-235
Manhattan Project;used;plutonium
Manhattan Project;inception;1939
Manhattan Project;replaced by;Atomic Energy Commission
Atomic Energy Commission;replaced;Manhattan Project
Atomic Energy Commission;replaced;1947
Manhattan Project;included;first nuclear reactor going critical in 1942
Manhattan Project;included;atomic bombings of Hiroshima and Nagasaki in 1945
