subject;predicate;object
tourism;impact on;local cultures
tourism;benefit and harm;local communities
tourism;influence;economic development
tourism;shape;identities
tourism;emphasize;importance
tourism;involve;local communities
tourism;ensure;preservation of cultural heritage
tourism;distribute;benefits
Borobudur Temple;located in;Indonesia
Borobudur Temple;built in;9th century
Borobudur Temple;constructed with;cement
Borobudur Temple;features;stone carvings
Borobudur Temple;houses;Buddha statues
Borobudur Temple;displays;bas-reliefs
Borobudur Temple;associated with;Buddhist and Hindu religions
Borobudur Temple;designated as;a UNESCO World Heritage site
Borobudur Temple;known as;a pilgrimage destination
Borobudur Temple;admired for;architectural beauty
Borobudur Temple;provides;a spiritual ambiance
Borobudur Temple;popular for;sunrise view
Borobudur Temple;visited by;travelers
Borobudur Temple;offers;a cultural experience
Borobudur Temple;originally a;monastery
Borobudur Temple;reflects;Theravada Buddhism
Borobudur Temple;inhabited by;monks
Borobudur Temple;symbolizes;Enlightenment
Borobudur Temple;hosts;meditation sessions
Borobudur Temple;represents;a Mahayana Buddhist temple
Borobudur Temple;managed by;Indonesian government
Borobudur Temple;subject to;restoration efforts
Borobudur Temple;faces;tourism pressure
Borobudur Temple;affected by;natural disasters
Borobudur Temple;requires;protection
Borobudur Temple;influenced by;Indonesian cultural heritage laws
Borobudur Temple;focuses on;conservation
Borobudur Temple;promotes;sustainable tourism
Borobudur Temple;constructed in;16th century
Borobudur Temple;located in;Java
Borobudur Temple;part of;Indonesian World Heritage Sites
Borobudur Temple;celebrates;Vesak day
Borobudur Temple;illuminated by;flying lanterns
Borobudur Temple;features;traditional dance performances
Borobudur Temple;inhabited by;elephants
Borobudur Temple;near;Jogjakarta airport
Borobudur Temple;consists of;a circular platform
Borobudur Temple;depicts;hand gestures
Borobudur Temple;symbolizes;world of formlessness
Borobudur Temple;conveys;symbolism
Borobudur Temple;communicates;messages
Borobudur Temple;teaches;wisdom
Borobudur Temple;represents;method
Borobudur Temple;inspires;faith
Borobudur Temple;leads to;enlightenment
Borobudur Temple;influences;Buddhist culture
