subject;predicate;object
Ancient Egypt;centered around;Nile River
Ancient Egypt;had;natural boundaries
Egyptians;worshipped;many gods
Egyptians;worshipped;sun deities
Egyptians;worshipped;land deities
mummification process;used to preserve;dead
Pyramids;built during;Old Kingdom
Pyramids;part of;large complexes
timeline of Ancient Egypt;includes periods like;Old Kingdom
timeline of Ancient Egypt;includes periods like;Middle Kingdom
timeline of Ancient Egypt;includes periods like;New Kingdom
Egyptian society;had;simple structure
Pharaoh;at;top
slaves;at;bottom
Marriage;arranged for;young Egyptians
women;had;certain rights
Hieroglyphics;used for;writing
Egyptians;made advances in;mathematics
Egyptians;made advances in;technology
