subject;predicate;object
Indonesia;offers;wealth of natural and cultural attractions
Indonesia;is;easily accessible for travelers
Borobudur temple;is;UNESCO world heritage site
Borobudur temple;is;second-largest Buddhist temple in the world
Borobudur temple;symbolizes;different stages of human life
Borobudur temple;offers;stunning sunrise view
Borobudur temple;offers;unique rituals on Vesak day
Borobudur temple;offers;traditional dance performances
Borobudur temple;offers;elephant riding
Borobudur temple;is;located in Central Java
Borobudur temple;is;proximate to Jogjakarta airport
