subject;predicate;object
Borobudur Temple;located in;Indonesia
heritage tourism;impacts on;local communities
heritage tourism;impacts on;Indonesian identity
heritage tourism;focuses on;impact of tourism
heritage tourism;focuses on;construction of Indonesian identity
Borobudur Temple;faces challenges from;local vendors
Borobudur Temple;experiences;international tourists
Borobudur Temple;experiences;domestic tourists
Borobudur Temple;involves;various stakeholders
management;involves;government officials
management;involves;planners
management;involves;local residents
management;ensures;sustainable development of Borobudur Temple
management;addresses;issues arising from tourism
