subject;predicate;object
Brougham Roman fort;designated as;nationally important monuments
Brougham Roman fort;display;significant historical and archaeological value
Brougham Roman fort;offer insights into;Roman and medieval military occupation in northern England
Brougham Roman fort;have;well-preserved remains
Brougham Roman fort;contribute to;significance
Brougham Roman fort;have;historical interest
Brougham Roman fort;have;documentation
Brougham Roman fort;have;group value with other contemporary structures
Brougham Roman fort;contribute to;significance
Brougham Roman fort;detail;history of the fort and castle
Brougham Roman fort;include;information on construction
Brougham Roman fort;include;information on occupation
Brougham Roman fort;include;information on modifications
Brougham Roman fort;uncover;buried remains and artifacts
Brougham Roman fort;shed light on;site's past
Brougham Roman fort;outline;extent of the scheduling and the boundaries of the protected areas
Brougham Roman fort;emphasize;importance of preserving historical landmarks
